음식점명,음식종류,위도,경도
소노라,양식,33.3071802,126.3174379
산호,가정식,33.4887625,126.4881759
낙지로,단품요리 전문,33.48861970000001,126.4943964
한샘해장국 본점,단품요리 전문,33.4688233,126.5101309
고기다,단품요리 전문,33.4900133,126.433213
(주) 아워홈 제주한라병원점,구내식당/푸드코트,33.4903589,126.4849264
왕호랑이막창,단품요리 전문,33.2567818,126.5738212
주식회사 엠지신라,가정식,33.2548537,126.4170825
띠아모제주공항3층,단품요리 전문,33.507781,126.4931329
제주돈,가정식,33.4944729,126.5488249
대학로참닭갈비노형점,단품요리 전문,33.4840607,126.4846262
달빛제주,단품요리 전문,33.4838326,126.394468
갈비에제왕,가정식,33.2211569,126.254118
본죽일도점,단품요리 전문,33.50540900000001,126.5414399
털보네양갈비전문점,단품요리 전문,33.4873824,126.4314001
강식당,가정식,33.3984809,126.2438669
파리바게뜨 제주삼화점,베이커리,33.5164284,126.5874566
맛동산정우농장,단품요리 전문,33.4034138,126.4508866
주식회사 본태인터네셔널,단품요리 전문,33.463316,126.3093754
오태식해바라기치킨앤존맛탱,치킨,33.477603,126.3648276
맛있는소리도련점,가정식,33.5080423,126.5901325
백부장집,가정식,33.4090328,126.2658223
오마제주,일식,33.2514575,126.5604071
히포파운드,단품요리 전문,33.4856353,126.4604369
용담장인의집,단품요리 전문,33.5113712,126.5192704
꽃향유,단품요리 전문,33.4571061,126.3474589
청년다방 제주삼화지구점,커피,33.5170918,126.5771137
고봉민김밥인(서귀포강정점),분식,33.2528144,126.5026683
우정곱창 연동점,단품요리 전문,33.4775521,126.4888523
로당,단품요리 전문,33.4989849,126.5285641
파리바게뜨 제주삼다점,베이커리,33.4909667,126.4962028
시즈닝제주협재점,단품요리 전문,33.3928022,126.2400203
스마일식당,가정식,33.5123116,126.5257145
미나리삼겹살,단품요리 전문,33.2504292,126.5728254
텍사스하우스,가정식,33.4908173,126.5439038
본디국수,단품요리 전문,33.4954612,126.5324313
일과삶사이틈,양식,33.4985091,126.5294334
세컨드플로어,가정식,33.4971081,126.5305373
돈삼겹삼화3호점,단품요리 전문,33.5198382,126.5822958
모드락탑동점,단품요리 전문,33.5170323,126.5256898
별난닭곰탕집본점,가정식,33.41213200000001,126.2690901
엔제리너스 제주공항T/O,샌드위치/토스트,33.507781,126.4931329
부가네얼큰이일도점,가정식,33.4944343,126.5482049
서광춘희,분식,33.283424,126.33167
호루의 한끼,단품요리 전문,33.2787571,126.583096
장백산,단품요리 전문,33.4900901,126.4704218
루스트플레이스시청점,양식,33.4989839,126.5298172
24시국수회관,단품요리 전문,33.5087778,126.5184309
별미해장국본점,단품요리 전문,33.5399294,126.6744782
복자몸국,가정식,33.4917558,126.526591
가리본가 광양점,가정식,33.5010204,126.5242206
이순신김밥,분식,33.4778447,126.3558425
샤브마니아 신서귀포점,단품요리 전문,33.2531396,126.5109905
한림칼국수,단품요리 전문,33.4155727,126.2615076
프로젝트064,단품요리 전문,33.4875474,126.5374382
숯불에닭,가정식,33.2527286,126.4236451
일출제주흑돼지,가정식,33.4477617,126.9142889
에르미타주,양식,33.2550886,126.5059084
대춘해장국본점,단품요리 전문,33.5006323,126.5309711
중앙먹돌,단품요리 전문,33.4886384,126.5388189
엔제리너스 제주공항야외광장점,커피,33.507781,126.4931329
새물국수,가정식,33.2412524,126.3335335
식전당포,단품요리 전문,33.4975935,126.5292683
한일내장탕연북로점,단품요리 전문,33.4898851,126.5433351
명태골 연동점,단품요리 전문,33.4780941,126.4886043
이참흑돼지,가정식,33.4914842,126.4935458
삼거리농원,가정식,33.2341214,126.3082586
화북신안,가정식,33.5209592,126.5680588
천하장사뷔페,가정식,33.48918330000001,126.4869167
나무식탁,일식,33.2781187,126.1915782
다올정,가정식,33.503374,126.5406998
휘도명가 제주인제본점,단품요리 전문,33.501988,126.5432856
사방팔방,단품요리 전문,33.4888891,126.429547
속에천불청송얼음막걸리동홍점,가정식,33.2572392,126.5718898
삼화배달통,중식,33.5167018,126.579111
주식회사에스피피,베이커리,33.4353401,126.921809
프렌즈스크린이도점앤데미다,단품요리 전문,33.4951677,126.5513174
남가네설악추어탕아라점,단품요리 전문,33.4778929,126.5447937
한옥집돈삼겹,단품요리 전문,33.2530819,126.5031981
자담치킨호프삼화점,치킨,33.515196,126.5803458
바다이야기,일식,33.4033621,126.2519198
반반한흑돼지,단품요리 전문,33.3562462,126.8238224
아지,단품요리 전문,33.2570588,126.5091544
이차돌 제주노형점,가정식,33.4887035,126.4790161
제주어멍국수본점,단품요리 전문,33.4882544,126.4988198
벵디,가정식,33.5376566,126.8371192
권가칼국수,단품요리 전문,33.5170911,126.5769265
규태네,단품요리 전문,33.4861721,126.4860984
페리카나성산점,치킨,33.4630283,126.9333166
지호해물칼국수,단품요리 전문,33.4876708,126.43194
구억불사나이,양식,33.2802809,126.2855735
명륜진사갈비신서귀포점,가정식,33.2527196,126.5083163
곤밥보리밥,단품요리 전문,33.4582842,126.3219094
본점용담갈비,가정식,33.509714,126.5074779
아일랜드스톤,단품요리 전문,33.4988854,126.5296608
신현대식당,가정식,33.5164054,126.5292058
돈보따리생생갈비,가정식,33.4894955,126.4892384
역전할머니맥주,맥주/요리주점,33.2527853,126.5080615
풍류담원제과제빵커피학원,베이커리,33.4838459,126.4434897
오늘의바다,단품요리 전문,33.2416566,126.5184877
정씨네소몰이노형점,가정식,33.48383889999999,126.4837281
수까락,가정식,33.5020873,126.5090663
숙이네조개전골앤구이,단품요리 전문,33.487114,126.4323753
돈본가,가정식,33.5015937,126.5419568
돈보리,가정식,33.3824634,126.7991829
제주동백을담다,단품요리 전문,33.4839435,126.5394848
소렉,가정식,33.4882017,126.4912885
신의주찹쌀순대제주점,단품요리 전문,33.4837384,126.4846085
대담,단품요리 전문,33.4825562,126.4013287
미드미,단품요리 전문,33.5203825,126.535956
산호숯불꼼장어,단품요리 전문,33.4879203,126.4842049
몰츠(moltz),양식,33.4241393,126.4061164
신의한모,단품요리 전문,33.4854767,126.4080059
서귀포화정식당,가정식,33.2484628,126.5592002
칠돈본가 주식회사,단품요리 전문,33.5024329,126.5107318
히비(日日),단품요리 전문,33.2637897,126.6104678
숙성도 함덕점,단품요리 전문,33.5423981,126.6711561
더시그니처,단품요리 전문,33.4877703,126.4902901
오븐에빠진닭  신서귀포점,치킨,33.2530299,126.5107694
솔왓동산식당,가정식,33.2576034,126.5289726
탐나숯불갈비,가정식,33.2570805,126.5735403
신마라본색,중식,33.4813614,126.484014
통큰뼈감탕,가정식,33.4855328,126.4170213
청춘관숯불구이,가정식,33.2352974,126.506981
명륜진사갈비 아라점,가정식,33.4746111,126.5447235
치킨나라서홍점,치킨,33.2536527,126.5591274
제주돔베고기집,단품요리 전문,33.4877936,126.4785543
주식회사 제주와함께,단품요리 전문,33.4912766,126.4739965
칠돈가서광직영점,가정식,33.2863969,126.3035207
대학로황가네,가정식,33.498811,126.5313121
솔동산고기국수,단품요리 전문,33.2429797,126.5652584
강실장회포차,단품요리 전문,33.252761,126.5042747
미르오메기떡,떡/한과,33.472238,126.5459801
고산갈비,가정식,33.5038566,126.466281
함덕맛집막먹자씨연탄구이,단품요리 전문,33.5404422,126.6792517
흑돼지자투리구이식당,가정식,33.2511914,126.5601432
챰이슬,가정식,33.2216316,126.2523229
장수촌순두부정식,단품요리 전문,33.5031776,126.6330967
서진향해장국신제주점,단품요리 전문,33.4804221,126.4968101
주식회사 바스코,단품요리 전문,33.5170323,126.5256898
24시뼈다귀탕,단품요리 전문,33.5018916,126.5310339
성산흑돼지두루치기,가정식,33.4661517,126.9347499
교촌치킨 삼양화북점,치킨,33.5145298,126.576053
파스쿠찌용담해안도로점,커피,33.5194561,126.4931314
용이식당중문점,가정식,33.2512273,126.4254514
이어도해물전문점,단품요리 전문,33.249044,126.5702719
마돈,가정식,33.4375299,126.9218483
한국맥도날드(유)제주일도DT점,햄버거,33.5075774,126.541068
제주대게회타운,단품요리 전문,33.5166243,126.5051821
르부이부이,가정식,33.5154239,126.5395411
포차천국,가정식,33.5019374,126.5427695
꽃가마식당,가정식,33.5053609,126.5359434
한국맥도날드(유)제주탑동점,햄버거,33.5170267,126.5269679
제주김만복애월점,단품요리 전문,33.4675822,126.3389913
다올레,가정식,33.4870073,126.4926888
제주닭집,단품요리 전문,33.326418,126.8326015
작은언덕의선물,단품요리 전문,33.5016465,126.6107381
전이전,가정식,33.5006468,126.5147821
하라케케,양식,33.2422349,126.5280498
르덕수지앵,단품요리 전문,33.26469489999999,126.3043516
자가제빵선명희피자 제주점,베이커리,33.4928504,126.5439707
삼도미쯔모모제주점,일식,33.5087474,126.5392002
제주막창이땡길때,단품요리 전문,33.4924917,126.5447777
보롬왓국수,가정식,33.4905169,126.4926364
주민상회 용담점,가정식,33.5117582,126.5122803
이치진,단품요리 전문,33.5135434,126.5803538
은희네해장국 2호점,단품요리 전문,33.4814112,126.500297
퐁낭집,가정식,33.4396667,126.4025379
녹색식당 원동점,가정식,33.4102243,126.3758566
석경초밥,일식,33.2484628,126.5592002
부산돼지국밥,단품요리 전문,33.5107625,126.532379
윤스타피자앤파스타,피자,33.5252392,126.8849601
천제연토속,가정식,33.2567896,126.410776
성산포흑돈애,가정식,33.468295,126.9152659
서귀포쑥보리빵,베이커리,33.2575469,126.5605514
제주옛돈,가정식,33.4941415,126.5189567
아임파인,양식,33.5198935,126.582192
추자회소랑,가정식,33.4942465,126.5476074
에그드랍 제주공항점,단품요리 전문,33.507781,126.4931329
무지개식당,가정식,33.4997471,126.5104615
주식회사 종달수다뜰,가정식,33.4918919,126.8931112
파리바게뜨제주중앙점,베이커리,33.511706,126.5246853
모닝해장국,단품요리 전문,33.2570683,126.5765235
달사막,맥주/요리주점,33.5419533,126.6724456
난산리식당,양식,33.3992374,126.8678025
면도롱,단품요리 전문,33.4020165,126.251045
레이지펌프,베이커리,33.4657698,126.3105169
오지힐 제주,단품요리 전문,33.3628301,126.1934822
산방산흑돼지순대,단품요리 전문,33.2441538,126.3040221
예지원,가정식,33.2540908,126.419303
설빙제주시청점,아이스크림/빙수,33.4980315,126.5299049
파스쿠찌제주종합청사점,커피,33.489577,126.5235939
면뽑는선생 만두빚는아내,가정식,33.3999521,126.2494938
치킨명가,치킨,33.4839215,126.4738426
랜돌프비어제주연동점,맥주/요리주점,33.4877559,126.4905568
제주오도록,단품요리 전문,33.5197976,126.5861166
테라스탱고,가정식,33.488201,126.4961019
가다오다,가정식,33.5118276,126.5318483
1950김프로,가정식,33.2596238,126.5560605
성산고등어쌈밥,단품요리 전문,33.4494849,126.9205602
뚜레쥬르 노형한라점,베이커리,33.4760383,126.4807942
명빈중화요리,중식,33.4894997,126.4306877
일출회포장포차,단품요리 전문,33.4694496,126.9192106
(주)신세계푸드 제주신화월드,구내식당/푸드코트,33.29873,126.2900446
제주금돼지식당,가정식,33.4827055,126.4846386
현민갈비,단품요리 전문,33.2225761,126.2523654
리볼버,양식,33.2565309,126.4026394
꼬까삐,포장마차,33.496231,126.5271407
마이프렌,가정식,33.4964195,126.5219972
난타50000 표선점,피자,33.3244625,126.8322647
부산아지매집노형점부산아재,단품요리 전문,33.4823026,126.4716244
민타이,단품요리 전문,33.4835588,126.4777686
제주대패집,단품요리 전문,33.4696582,126.5463778
주식회사 바다풍경,단품요리 전문,33.5162088,126.5068722
돈바당,가정식,33.3253004,126.8459577
하찌,일식,33.2452724,126.5370522
태광식당,가정식,33.5085884,126.5147777
메가엠지씨커피신제주점,커피,33.486063,126.4897298
마블링 남원점,가정식,33.2751576,126.6981268
부산아지매집,가정식,33.4823026,126.4716244
스시코쿠라,일식,33.4910217,126.5178291
할망네돔베고기,단품요리 전문,33.4894491,126.4301899
한림옹포왕코다리전문점,가정식,33.4059211,126.2554769
파스쿠찌 제주유수암점,커피,33.4236549,126.4079925
호도제과,베이커리,33.2465864,126.3323617
24시누름돌생고기김치찌개 용담점,단품요리 전문,33.50855170000001,126.5096502
롤링브루잉,단품요리 전문,33.5131083,126.529118
배스킨라빈스 제주삼화점,베이커리,33.5155705,126.58101
시민상회,단품요리 전문,33.5084248,126.5263086
한솥도시락 제주화북점,도시락,33.5197533,126.5723606
신도원,가정식,33.5163699,126.528637
돈맨삽겹하귀점,가정식,33.4808173,126.4040193
스타월드푸드,단품요리 전문,33.3027032,126.2991031
비비큐제주노형점,치킨,33.4895719,126.4742328
먹돌,단품요리 전문,33.5033448,126.4980073
식객노형정육식당,가정식,33.488707,126.4769769
자가제빵선명희피자삼양화북점,베이커리,33.52087540000001,126.5847305
동광회센타,단품요리 전문,33.5022488,126.5471775
샨티,단품요리 전문,33.498811,126.5313121
주식회사 고토,가정식,33.4809816,126.3809421
한라생돈,가정식,33.4781585,126.4888604
돈게도라,가정식,33.4848838,126.4955338
원조남원포구식당,가정식,33.2783712,126.7188164
케무리,단품요리 전문,33.4879555,126.4929732
거문덕이식당,가정식,33.4310508,126.397398
스콘가게끌림,단품요리 전문,33.5244073,126.5827911
한촌설렁탕 제주영어교육도시점,단품요리 전문,33.2797286,126.2767575
앞뱅디,가정식,33.4853905,126.4999422
스시오타루,단품요리 전문,33.4752061,126.5497605
탁탁,가정식,33.4997117,126.5333991
스시렌,일식,33.4829121,126.4861658
성춘,단품요리 전문,33.5112869,126.5304254
골든와틀,단품요리 전문,33.5128199,126.5809922
인생극장,단품요리 전문,33.5053453,126.5402632
그랜드,단품요리 전문,33.4879825,126.4778156
황금어장,가정식,33.4843929,126.4953902
봉성식당,가정식,33.364338,126.3552026
섬소나이,중식,33.5132549,126.9575025
비비큐치킨점,치킨,33.2512227,126.5632918
서울감자탕2호점,단품요리 전문,33.2781943,126.7198165
함쉐프키친,양식,33.2408725,126.43122
착한국밥,가정식,33.2612562,126.5097115
모닥치기,분식,33.4911118,126.5382797
엄블랑,가정식,33.297386,126.1952304
진지상,가정식,33.48719030000001,126.4794531
개가게를판다,단품요리 전문,33.5193484,126.4919547
진고개,가정식,33.2458216,126.5530831
논짓물,가정식,33.4886442,126.4921889
제주정지,양식,33.5189758,126.4904713
안경쓴고등어,단품요리 전문,33.4990351,126.5225414
노가리앤비어  서귀포동홍점,맥주/요리주점,33.2570763,126.5751012
세화갈비,가정식,33.5235831,126.8557706
낭쿰낭쿰흑돼지해물갈비전골산방산점,단품요리 전문,33.2788584,126.2794031
아싸회,단품요리 전문,33.4866938,126.4930663
바다양푼이동태탕중문점,단품요리 전문,33.2514911,126.4234162
호야네꼬마김밥,분식,33.4880898,126.4919067
에이바우트커피 한라도서관점,커피,33.4775124,126.5145952
남문숯불바베큐엔치킨도남점,치킨,33.4962693,126.5269732
김고기,단품요리 전문,33.2558299,126.5119281
제주오성본점,가정식,33.255568,126.4148723
함덕주막,가정식,33.5416445,126.6730308
명진전복주식회사,단품요리 전문,33.5324045,126.8498937
섬집,단품요리 전문,33.4981347,126.5252771
추자섬바당,가정식,33.4867436,126.5376055
난타5000일호광장점,피자,33.2537312,126.5613901
당포로나인,커피,33.325706,126.8436149
부화룡양꼬치,꼬치구이,33.4863303,126.431658
봄봄 회수점,단품요리 전문,33.2632663,126.4449247
대박양곱창,단품요리 전문,33.252595,126.5072741
시골밥상,가정식,33.4520547,126.9127645
면사무소,가정식,33.4784053,126.3569628
김녕해녀촌,단품요리 전문,33.5570408,126.7505831
오산봉,단품요리 전문,33.5055985,126.5418945
애월고깃간,단품요리 전문,33.4664929,126.3180061
창성상회,가정식,33.49321490000001,126.5263655
정씨네소몰이,가정식,33.5043081,126.5304179
동부산가든,단품요리 전문,33.4911099,126.5955914
돈짬화북점,중식,33.5200698,126.5646098
밥엔청국장뜨런채점,단품요리 전문,33.4853753,126.4740132
겹겹의 의도,단품요리 전문,33.4811339,126.476393
서진향해장국,단품요리 전문,33.4495251,126.5743285
맛있는집,가정식,33.2543659,126.5610557
뿔난돼지,가정식,33.4665664,126.3369862
안전,가정식,33.5144431,126.5391955
김도희의갈치창고,단품요리 전문,33.4825562,126.4013287
봉자막창 제주아라점,단품요리 전문,33.4850291,126.54208
돈하루방,단품요리 전문,33.5042282,126.5303428
산마을가든,단품요리 전문,33.4265769,126.4156583
떡하니,가정식,33.5538387,126.807825
하이엔드제주,단품요리 전문,33.463731,126.309235
자담치킨김녕점,치킨,33.5565624,126.7558687
한경식당,가정식,33.2572177,126.5301923
생고기통김치찌개,가정식,33.4136121,126.2609759
황금손가락 산방산점,단품요리 전문,33.2342296,126.3105883
조가네돈갈비,가정식,33.5013312,126.5436909
하나로식당,단품요리 전문,33.5166471,126.5323222
숨비나리,가정식,33.2820728,126.3485453
통큰갈비 제주일도점,단품요리 전문,33.5051627,126.5416574
커큐민 흑돼지,가정식,33.4498922,126.9210419
봉플라봉팽,양식,33.4880306,126.4979187
탐라밸리,단품요리 전문,33.2549355,126.5181763
일품순두부아라점,단품요리 전문,33.4749047,126.5440148
제주한면가 본점,가정식,33.5120333,126.7000818
비자림꿩메밀국수,가정식,33.4992146,126.5420413
30년할매닭발,단품요리 전문,33.4889897,126.4306512
감나무집,가정식,33.4941866,126.5194321
예가,가정식,33.2540084,126.5220163
미깡,커피,33.3252261,126.5961931
이강돈까스앤송이반점,단품요리 전문,33.2527737,126.5568721
파리바게뜨(외도우정점),베이커리,33.4861165,126.4317294
오마카세미미,단품요리 전문,33.484137,126.3943026
외도용국수,단품요리 전문,33.4923741,126.4278901
(주)제주서서갈비,가정식,33.483055,126.4689581
해변여행횟집,단품요리 전문,33.4799041,126.3999477
홍회장보말칼국수,단품요리 전문,33.310219,126.3330552
서귀포국수마을,단품요리 전문,33.2483125,126.5615824
설맥 일도점,단품요리 전문,33.502191,126.5426146
원님네포장마차,가정식,33.4908139,126.4929715
위미국밥,가정식,33.302706,126.6568975
미풍정식당,가정식,33.5113013,126.5230524
꿈의요리애월,단품요리 전문,33.507781,126.4931329
군족 강정점,가정식,33.2527791,126.5037006
제주하멜,베이커리,33.4785213,126.4761277
돈놓고돈먹기,가정식,33.4987204,126.5488674
동현,가정식,33.2180255,126.252022
꽃돼지,단품요리 전문,33.2422527,126.4439409
망고홀릭종달점,가정식,33.4944026,126.902577
모헨(MOHEN),단품요리 전문,33.24108820000001,126.5169415
엉클통김밥 노형점,분식,33.4793988,126.4817937
한끼맛있다제주시청점,단품요리 전문,33.4984373,126.5302015
진19262호점,가정식,33.4893108,126.4745258
칼초네화덕피자,피자,33.2520804,126.3957542
블랙씨걸,가정식,33.4095116,126.2587296
가시어멍김밥,분식,33.4888869,126.4764104
자가제빵선명희피자아라점,베이커리,33.47566690000001,126.5445865
토대력,꼬치구이,33.4879956,126.4915575
노가리앤비어서귀포중문점,맥주/요리주점,33.2521438,126.422697
돈고팡,가정식,33.5105434,126.4831643
섭섭이네,가정식,33.471598,126.7843494
갓돈,가정식,33.2538297,126.4389989
솔정가든,가정식,33.4938988,126.5148849
주식회사 작가의부엌,단품요리 전문,33.4706864,126.4918938
브릿지유한회사,가정식,33.2455925,126.5666523
할리스 제주연북로점,커피,33.4814656,126.5153312
중문회포장센터새벽야시장,가정식,33.2465872,126.4291897
소노벨제주비비큐2호점,단품요리 전문,33.541054,126.6719242
클로피(cloffee),단품요리 전문,33.2368292,126.5138181
한국맥도날드(유)제주시청점,햄버거,33.4956776,126.5331953
오부자갈비탕,가정식,33.4798729,126.5536467
보름달,가정식,33.4910289,126.4925925
제주기와,단품요리 전문,33.4034138,126.4508866
삼남매식당,가정식,33.4753347,126.5470021
드롭탑제주삼성점,커피,33.5039949,126.5270605
신우가촌,단품요리 전문,33.2446089,126.5225741
다래향 2호점,중식,33.5239611,126.854459
보타니카170,양식,33.330435,126.8154056
탐나는집밥,가정식,33.4915752,126.4957954
유달식당,가정식,33.2622527,126.6205319
승쁨당,베이커리,33.5035437,126.5452464
황구촌,가정식,33.4909662,126.4952129
몬스테라자구리점,단품요리 전문,33.2443778,126.5671295
주식회사 에코타운,단품요리 전문,33.2130375,126.2822042
컴포즈커피서귀포서광점,커피,33.2891546,126.3222867
메종드쁘띠푸르,베이커리,33.4923945,126.5434099
순이네밥집,가정식,33.5148366,126.5628236
자미정,가정식,33.4508076,126.3739461
공작흑돼지,가정식,33.5440743,126.6590694
한라전복,단품요리 전문,33.470907,126.9169582
(주)비케이알 버거킹 제주노형점,햄버거,33.4869353,126.4816025
탐나는문어본점,가정식,33.46529140000001,126.6069586
백가네제주한상,단품요리 전문,33.5423981,126.6711561
신제주삼보,가정식,33.4869329,126.4953145
위이,단품요리 전문,33.3127272,126.359111
사계진미 일도점,가정식,33.5022289,126.5433795
탐나는문어 하도점,가정식,33.5221564,126.8979709
한국맥도날드유한회사 제주도남DT점,햄버거,33.48032540000001,126.5275065
제주오쿠다,가정식,33.4869222,126.5358511
맥파이탭룸,양식,33.5031094,126.6173296
사토,일식,33.4866557,126.4878266
신해바라기,분식,33.5142134,126.5259433
해산물포차,단품요리 전문,33.4986034,126.5291569
칠성뷔페,부페,33.5146371,126.5250441
담앙족욕카페,커피,33.3229494,126.263523
연우네,가정식,33.4665879,126.4877366
무스비,단품요리 전문,33.4898534,126.5371187
삼무로가맥집,단품요리 전문,33.4896055,126.4934925
우리마식당,가정식,33.3886704,126.8008656
주식회사 아라파파,단품요리 전문,33.4784728,126.4909204
곽지국수,단품요리 전문,33.4487687,126.3077635
범버거,햄버거,33.3928022,126.2400203
청림해장,가정식,33.4918944,126.5375945
제주돔베마씸,가정식,33.489516,126.4304539
서귀포강정지구파리바게뜨,베이커리,33.2563981,126.5052177
남쪽으로튀어브로잉컴퍼니,단품요리 전문,33.2565309,126.4026394
야끼니꾸풍하,단품요리 전문,33.4831854,126.4788696
메모루식당,가정식,33.2358837,126.4795484
일도전복,가정식,33.4982242,126.5459222
제주엔찜함덕,가정식,33.542487,126.6694904
다운타우너 제주애월,양식,33.4632162,126.3097137
주식회사 일품순두부,단품요리 전문,33.4891531,126.485334
봄봄  한북로점,커피,33.4634249,126.529919
서귀포갈비,가정식,33.2523369,126.5679885
24시뼈다귀탕노형점,단품요리 전문,33.4827685,126.4837575
원준이네,가정식,33.2456563,126.5674978
만배수산,일식,33.4790947,126.4904314
차돌집  노형점,가정식,33.4907824,126.4801107
맛고을명가,가정식,33.516152,126.525897
소짝제주동홍점,단품요리 전문,33.2567122,126.5732212
해녀잠수촌,일식,33.5167642,126.5035885
컴포즈커피제주서사라점,커피,33.4996533,126.5195731
해리네,단품요리 전문,33.2183875,126.2506739
나드리빵집,베이커리,33.2614313,126.5553554
헬로우보일링크랩,가정식,33.2451227,126.5231266
조개모닥 본점,단품요리 전문,33.5024295,126.9120982
메가커피 제주혁신도시점,커피,33.2514424,126.5033249
오데뜨,가정식,33.4109068,126.2956076
연남물갈비서귀포점,단품요리 전문,33.2518214,126.5090465
주식회사 휘찬,가정식,33.3191316,126.3847303
써브웨이신제주연동신시가지점,샌드위치/토스트,33.4807135,126.4900303
외도회수산,단품요리 전문,33.4848431,126.4300739
클라우드나인커피,커피,33.4990383,126.5292873
애월맛집제주다,가정식,33.4844443,126.3938614
장가네일품순두부화순점,단품요리 전문,33.2469038,126.3356802
라이터스블럭(writer's block),단품요리 전문,33.4935586,126.544441
모루쿠다본점,가정식,33.2482754,126.5662123
알콩달콩,분식,33.4657902,126.320783
주식회사 몰마농,가정식,33.4341333,126.9155328
로맨틱새우,단품요리 전문,33.4480553,126.3054679
포베이이도점,동남아/인도음식,33.4902224,126.5406881
일공공샤브 제주연동지점,단품요리 전문,33.4815187,126.4904465
노랑꼬리,단품요리 전문,33.2204649,126.2508184
강셰프의 키친,가정식,33.2763095,126.2441248
에이바우트커피 도련점,커피,33.5161508,126.5814174
노랑통닭외도점,치킨,33.4879951,126.4324288
아놔고,단품요리 전문,33.4603931,126.9315717
속초식당,가정식,33.5168113,126.5292189
두리둠비,단품요리 전문,33.2567127,126.4147159
애월연어서귀포점,일식,33.2552536,126.5575916
이디야제주중문관광로점,커피,33.2510476,126.4316795
라이프,맥주/요리주점,33.4838619,126.4810926
부가네얼큰이인제점,가정식,33.5090413,126.5392679
번영가든,가정식,33.4876051,126.6000152
주전부리,가정식,33.2211785,126.2534648
인생극장 제주삼화점,단품요리 전문,33.5170911,126.5769265
용출,가정식,33.5155305,126.5077952
위미항면카페,가정식,33.302706,126.6568975
투망,가정식,33.503807,126.4636241
용왕난드르음식점,가정식,33.2354526,126.3670093
쿨샤벳,단품요리 전문,33.4325283,126.9272108
항구음식점,단품요리 전문,33.2410776,126.5611722
넝쿨하눌가든,가정식,33.4759448,126.5323267
애월갈치바다,단품요리 전문,33.4604647,126.3110144
단수이카스테라인제주해안점,커피,33.4819623,126.4709811
돼지몰이촌,가정식,33.5127305,126.5315489
자연을담다 지짐이,단품요리 전문,33.4820985,126.4142736
뒷돈본점,가정식,33.4949599,126.5415088
도남황금,단품요리 전문,33.4963815,126.5294861
에오마르(EOMAR),단품요리 전문,33.5256798,126.586479
협재솥,가정식,33.3947961,126.2415901
본죽앤비빔밥 제주삼화점,가정식,33.5155705,126.58101
제주섬도야지,단품요리 전문,33.5063932,126.5235948
어부네코다리조림,가정식,33.4631562,126.5332185
평대스낵,분식,33.5354286,126.839358
주식회사 티아이,가정식,33.4781154,126.5424405
삼다해,가정식,33.4981148,126.5460028
김밥천국외도해운본점,분식,33.4877087,126.4312424
제주예당떡,베이커리,33.4926389,126.5113664
메밀애본점,가정식,33.236352,126.4973997
파리바게뜨삼화2지구점,베이커리,33.5167914,126.5810047
돼지의꿈,가정식,33.487642,126.4844671
60계치킨성산점,치킨,33.4501593,126.91326
제주할망밥상,가정식,33.2399906,126.3356542
제주돈아고내점,가정식,33.4663364,126.3350761
원조제원깡통숯불구이,단품요리 전문,33.4881629,126.4895245
헬로우프렌드,가정식,33.4787099,126.489133
주식회사제이락,가정식,33.4897648,126.4878231
뽕갈찜,가정식,33.4753423,126.5488466
미풍해장국 한림점,단품요리 전문,33.416875,126.2682126
한스옥,양식,33.2563981,126.5052177
혼디호프,맥주/요리주점,33.5028751,126.5421944
카훼리,단품요리 전문,33.5196483,126.4985293
한림별미양곱창한림점,단품요리 전문,33.4135267,126.2649222
종이와마루(호야네집),가정식,33.4784842,126.4879561
소라횟집,단품요리 전문,33.5178529,126.5284694
명자,단품요리 전문,33.4623339,126.3104754
비에이치씨제주표선점,치킨,33.326418,126.8326015
고내촌한정식,가정식,33.4703967,126.3466957
그라나다,단품요리 전문,33.48162,126.4817226
뚜레쥬르 제주하귀하나로점,베이커리,33.4840958,126.4120079
문게야,가정식,33.5118731,126.5435474
등촌샤브칼국수,단품요리 전문,33.5144659,126.5751664
산석쇠불고기,단품요리 전문,33.2528387,126.5116275
옥탑제이,단품요리 전문,33.2533657,126.5673458
너븐,양식,33.245324,126.5741048
새물,단품요리 전문,33.4786865,126.369829
용기,가정식,33.5179946,126.5234088
정미당제주,단품요리 전문,33.5134045,126.5199743
주식회사 제이에스디비,단품요리 전문,33.5174035,126.527508
모영,단품요리 전문,33.4489022,126.9159612
쇼넨제주시청점,가정식,33.4994381,126.5289647
돌담흑돼지 주식회사,가정식,33.486769,126.4908622
바다밥상,가정식,33.2419011,126.5646823
삼양장원,가정식,33.5167153,126.6113331
일도수입쇠고기,단품요리 전문,33.5003542,126.5490183
팔도식당갈치조림섭지코지점,가정식,33.4376279,126.9198961
역전할머니삼화점,단품요리 전문,33.5171205,126.5799811
한가네흑돼지냉면전문점,단품요리 전문,33.2507194,126.5248046
기회횟집,단품요리 전문,33.5161357,126.5249638
컴플리트,단품요리 전문,33.4782533,126.491307
큰물,가정식,33.4879972,126.4344797
메가엠지씨커피제주동홍중앙점,커피,33.248925,126.5708639
미풍해장국 서귀포점,단품요리 전문,33.2497744,126.5681704
올드캡,단품요리 전문,33.290849,126.3018661
제주만두김밥,분식,33.5417901,126.6665229
