관광지명,위도,경도
두리호집,33.4153898,126.26156
두툼한고기돈돼지,33.541075,126.6698591
둥지식당,33.4699898,126.9302825
듀포레,33.5185457,126.5000597
드하르,33.450869,126.4530291
등경돌식당,33.4626155,126.9345315
디 아일렛 라운지,33.3071802,126.3174379
딕시,33.2550464,126.5702621
딤섬9898,33.4839839,126.4789931
땅꼬분식 뷔페,33.5370274,126.6459933
땅땅치킨 봉개점,33.4914627,126.592185
땡큐베리,33.2411579,126.5657943
떡하니,33.5538387,126.807825
또또시,33.2505822,126.6208834
뚜르,33.3536019,126.7717863
뚱보아저씨,33.3306606,126.2553812
뚱보조개　,33.496988,126.5297042
뚱순이 꼬마김밥,33.2501737,126.5634281
뜰향기,33.4731012,126.6587559
띠띠빵빵,33.5081966,126.9670484
라 아바나,33.4922569,126.4340288
라쁠라주,33.5198519,126.494429
라스또르따스,33.4685815,126.34033
라온베이커리 남녕점,33.4887791,126.4819701
라운지 38,33.4853796,126.4815295
라운지엑스 애월점,33.4180592,126.3420556
라지마할 RAJMAHAL,33.4882929,126.4903114
라토커피,33.4987062,126.5281653
라트반,33.5290971,126.8463777
라포레사려니,33.436941,126.6799068
랜딩 다이닝(Landing dining),33.3071802,126.3174379
랜딩 라운지,33.3071802,126.3174379
레드브라운,33.2753693,126.6760424
레드썬셋,33.5544376,126.7175892
레드팬더,33.4846239,126.4909845
레이식당,33.5290971,126.8463777
레이지박스,33.2364293,126.3128846
레이지펌프,33.4657698,126.3105169
로뎀가든,33.5036054,126.9427511
로드3.7 (road3.7),33.2746942,126.6947133
로빙화,33.27515,126.7093389
로스터리카페 담담,33.3390388,126.2624854
로스트&헤븐,33.4967524,126.4511239
로이앤메이,33.4095297,126.9009609
로치아 커피로스터스,33.5018631,126.4666443
룡천왕갈비탕,33.4980219,126.5167885
루스트플레이스 구남점,33.4851196,126.5354354
루스트플레이스 노형점,33.4838147,126.4698693
루스트플레이스 베라체점,33.4924444,126.5430135
루스트플레이스 삼화점,33.5144701,126.5754506
루스트플레이스 서귀포점,33.253584,126.5073501
루스트플레이스 시청점,33.4989839,126.5298172
루스트플레이스 아라점,33.4740507,126.545139
루스트플레이스 아이파크점,33.4842839,126.4781062
루스트플레이스 외도점,33.4857302,126.4306591
루스트플레이스 제원점,33.4855994,126.492822
루스트플레이스 칠성로점,33.5150061,126.5253958
르 쉬느아 (Le Chinois),33.3071802,126.3174379
르토아 베이스먼트,33.5290971,126.8463777
리듬,33.5138363,126.5197944
리솔라 무인카페,33.4306043,126.8613277
리스투아,33.4889871,126.5359405
리치망고,33.4685525,126.3401526
리치망고 도두해안로점,33.5058054,126.4686491
리치망고 신화월드점,33.3071802,126.3174379
리치망고 협재점,33.4024141,126.2517841
리치망고우도점,33.4978514,126.9676091
리틀비엣,33.4766865,126.5459798
마노르블랑,33.2542777,126.2945292
마농,33.4786573,126.461366
마농오메기통닭마농문어통닭,33.2495636,126.5630367
마님순대,33.4882483,126.4761103
마더카페,33.281276,126.7413516
마돈,33.4375299,126.9218483
마두천손칼국수,33.5131118,126.5029959
마라도별장식당,33.1182691,126.2666181
마라도에서온자장면집,33.2391768,126.3366158
마라도해녀촌짜장,33.1199618,126.2672639
마라도횟집,33.486806,126.4894987
마라톤식당,33.4997479,126.514913
마레벤또,33.4626067,126.3116501
마로니에 미니골프카페,33.2961354,126.6252633
마린보이횟집,33.5190884,126.4941168
마마롱(애월),33.452185,126.4391941
마마무말가든,33.47221469999999,126.5080657
마마식당,33.963006,126.2957255
마모루,33.4988547,126.5315031
마므레,33.2746927,126.6959295
마쇼,33.4980181,126.5300791
마실디,33.249579,126.5640926
마음카페,33.3831928,126.7359802
마중물삼계탕,33.5068618,126.5197327
마초그릴,33.5148023,126.5249283
마틸다,33.4656782,126.3342415
만강촌옛날칼국수,33.4893048,126.4759819
만덕식당,33.3085659,126.1653749
만덕이네,33.3933351,126.8011503
만민식당,33.3839666,126.2842881
만배성,33.4742439,126.5324201
만복흑돼지,33.2368316,126.3085891
만부정,33.482681,126.4945352
만선바다,33.4909748,126.4892971
만선식당,33.217849,126.2498585
만세국수,33.4941591,126.5187824
만세국수 본점,33.4941591,126.5187824
만세국수 삼성혈점,33.5061022,126.5290883
만원의행복,33.4919964,126.497788
만월당,33.5561836,126.7929619
만조이천쌀밥,33.4608847,126.9311331
만추안,33.2477763,126.4086974
말이,33.5266652,126.8556065
맛나리,33.2506579,126.5643287
맛나식당,33.4486021,126.9158529
맛있는 여가생활,33.43929019999999,126.2971064
맛있는집,33.2508423,126.5644132
맛좋은디,33.5274805,126.8551136
망고레이,33.4933109,126.9512808
망고레이 함덕점,33.5423944,126.6668712
망고홀릭 법환점,33.2342405,126.513246
망고홀릭 성산일출봉점,33.4626711,126.9349029
망고홀릭 제주본점,33.4907356,126.4919831
매기의 추억,33.4408981,126.2776638
매일통닭,33.2499119,126.5631633
맥파이 브루어리,33.5031094,126.6173296
맥파이 블루버드,33.5179946,126.5234088
맨도롱해장국,33.2471075,126.5601522
머문카페,33.5290971,126.8463777
먹쿠슬낭여행자카페,33.4980971,126.507029
메로식당,33.2496829,126.5653845
메리앤폴,33.4434786,126.293528
메밀꽃차롱,33.4812099,126.5007301
메종드베니,33.5178191,126.5726509
메종드쁘띠푸루,33.4923945,126.5434099
메종드쁘티푸르,33.4923945,126.5434099
메종드쁘티푸르 노형점,33.4838499,126.4782638
메콩스카이,33.4901181,126.5021141
멘도롱 cafe,33.2195409,126.2514261
면뽑는선생 만두빚는아내,33.3999521,126.2494938
면사무소,33.4784053,126.3569628
명당양과,33.4812912,126.4849474
명도암수다뜰,33.4722384,126.6101282
명랑스낵,33.4092436,126.2588265
명리동식당,33.3166152,126.270433
명문사거리식당,33.3528914,126.7707929
명물,33.5166857,126.5169703
명성식당,33.5089058,126.5351059
명월국민학교,33.3885427,126.2648518
명진전복,33.5290971,126.8463777
명태명가,33.4840605,126.5354438
명품전통육개장 본점,33.4853387,126.4851249
명품한라봉아이스크림,33.3628246,126.8654571
모노클제주,33.2729034,126.6845006
모뉴에트,33.4915646,126.9022722
모닥치기,33.4911118,126.5382797
모디카,33.41083320000001,126.267591
모래비카페,33.5290971,126.8463777
모루쿠다,33.2581015,126.5772117
모리노아루요,33.4194937,126.4017957
모리노코에,33.4870874,126.534347
모메든식당,33.2534421,126.4545515
모메존,33.504262,126.4705602
모모제이,33.476155,126.548749
모슬포에서,33.22150999999999,126.2546843
모시란,33.4981163,126.5468733
모실래기해녀해물촌,33.5024153,126.9439865
모앙,33.4759499,126.5473359
모이세해장국 노형점,33.4903517,126.4740336
모퉁이스낵,33.4616986,126.9341623
목포고을,33.2584022,126.4070695
몬떼마레,33.2368806,126.3004381
몬스터살롱,33.448277,126.3072349
몬스테라 자구리,33.2443778,126.5671295
몰질식육식당,33.235374,126.4803004
못잊어 감자탕,33.4977755,126.5297335
몽상드애월(몽상),33.463316,126.3093754
몽생이,33.3246675,126.2604681
몽키비치클럽 Monkey Beach,33.2496489,126.41136
묘한상점 묘한카페,33.4763328,126.8962817
무거버거,33.548942,126.6549672
무뚱 식도락 식당,33.2803709,126.7200916
무상찻집,33.501001,126.5143949
무인카페 산책,33.4669138,126.3368808
무진장식당,33.499173,126.5136467
문게야,33.5118731,126.5435474
문동일셰프녹차고을,33.4818477,126.4130701
문쏘,33.4056365,126.2567624
문어빵굽는 문빵9 서귀포올레시장,33.2501737,126.5634281
문어빵굽는문빵9,33.5123,126.9448048
문치비 본점,33.2528793,126.5060312
문화통닭,33.4508799,126.9143467
물고기카페,33.2343267,126.3652804
물꼬해녀의집,33.5186786,126.9498534
물질식육식당,33.2418424,126.4835815
물회영해초영,33.4922738,126.9536316
미나리(제주시),33.4905763,126.4957228
미나리식당,33.2496948,126.5602957
미드나잇 제주,33.3060039,126.3118145
미래뷔페정식,33.2708009,126.5857493
미루네,33.4956476,126.5364955
미미국수,33.5066911,126.5298545
미번베트남쌀국수,33.4146749,126.2613245
미복빈대떡,33.4867597,126.4912337
미소짓는 흑도야지,33.4791479,126.4911185
미송식탁,33.4904393,126.4957155
미스틱3도,33.4499557,126.4876618
미엘드세화,33.5290971,126.8463777
미영이네식당,33.2177154,126.2499247
미원,33.4852004,126.4827024
미인계 카페,33.4469306,126.2997733
미친부엌,33.5170061,126.523159
미쿠니,33.5290919,126.58961
미풍해장국 서귀포직영점,33.2513103,126.5116763
미풍해장국 신제주점,33.4855048,126.4969482
민경이네어등포해녀촌,33.5290971,126.8463777
민봉태중화요리,33.5114452,126.5686278
밀리우,33.3233757,126.8447677
바그다드,33.497497,126.5296421
바농,33.2462199,126.5642343
바닐라파레트,33.4771383,126.4806007
바다가는길,33.2394153,126.5584767
바다는안보여요,33.4933905,126.8994254
바다다,33.2373994,126.4367119
바다를 본 돼지(서귀포점),33.2431344,126.5675779
바다를본돼지(판포점),33.3655879,126.1978818
바다속고등어쌈밥,33.4842849,126.4068335
바다어멍,33.2479354,126.5666552
바다어사또,33.5430903,126.6640357
바다위에코끼리,33.3978595,126.242948
바다의집,33.4694496,126.9192106
바다잔치,33.517644,126.5168421
바다제비,33.4133203,126.2620864
바다풍경횟집,33.5162088,126.5068722
바당꺼몬딱,33.4943693,126.945111
바당봉봉,33.5290971,126.8463777
바당지기,33.5290971,126.8463777
바라나시 책골목,33.5163251,126.5151884
바람개비,33.5037797,126.9676483
바람벽에흰당나귀,33.55374219999999,126.7075079
바람이풀에그림그린날,33.257872,126.3498782
바람카페,33.4468007,126.5546906
바램목장&카페,33.3112276,126.3526843
바로족발보쌈 별관,33.4785035,126.4796464
바로족발보쌈 본점,33.4788779,126.4793576
바르왓,33.4097276,126.2689374
바보라면,33.5290971,126.8463777
바보카페,33.5290971,126.8463777
바삭돈까스 신서귀포점,33.2525546,126.5053592
바온탑,33.3071802,126.3174379
바우네나주곰탕 삼화점,33.517199,126.5889274
바움하우스,33.5176843,126.4875273
바위소리,33.4976913,126.9690072
바캉스샤브샤브,33.54009010000001,126.6730893
바코,33.4585694,126.7106576
박장군,33.28415380000001,126.2989242
반딧불한담,33.4633654,126.3101411
방긋스낵,33.5550838,126.8004397
방듸,33.4380445,126.9211307
방모루,33.5505329,126.6930917
배롱개,33.5290971,126.8463777
백기해녀의 집,33.4489146,126.9227327
백리향,33.5369782,126.6384908
백번가든,33.4643532,126.3199555
백사장횟집(백사장회센터),33.3262434,126.8442518
백수당,33.5565505,126.7935542
백양닭집,33.5113509,126.5185493
뱅인타코,33.2895343,126.2819869
버거307,33.5423944,126.6668712
버거307 협재점,33.392976,126.2402397
버터모닝,33.4642738,126.4229995
번개피자,33.3027032,126.2991031
법환어촌계횟집,33.2358897,126.514898
벙커하우스,33.2405833,126.5191222
베이비카페 어놀,33.4902901,126.5425852
베이커리 포그,33.4746065,126.5443984
베이크샵스니프,33.25176,126.5110849
베지그랑,33.2621495,126.6164103
벨라지다,33.3013434,126.3206556
벨로인카페,33.5030222,126.4654263
벨롱,33.5290971,126.8463777
벵디,33.5290971,126.8463777
별난카페,33.2996897,126.293478
별오름 노형점,33.4759882,126.4815183
병천한가네순대국밥,33.2608547,126.5236781
볕이드는곳벧디,33.4714991,126.4880975
보노리미니,33.5423944,126.6668712
보라네,33.9595865,126.2964275
보래드베이커스,33.2444011,126.5906654
보룡제과,33.4480163,126.9152064
보름숲,33.2693187,126.4465587
보말과풍경,33.2266242,126.2527992
보말보말,33.4637365,126.3135065
보말이야기,33.4059749,126.229001
보목해녀의집,33.2395268,126.6073589
보스코화덕피자,33.4694596,126.4880987
보엠,33.4795967,126.4839086
보영반점,33.4165946,126.265158
보틀앤볼,33.2527824,126.5574456
복단지식당,33.4174102,126.2639547
복댕이,33.4476198,126.9165541
복여네왕돈가스,33.5198934,126.9496866
복자씨연탄구이,33.4691923,126.9198574
본가,33.4911293,126.5285477
본디국수,33.4954612,126.5324313
본카페,33.4677759,126.332037
볼스카페,33.2533157,126.4425765
볼스프로덕션,33.2533157,126.4425765
봄날카페,33.4625151,126.3094702
봉you,33.2868734,126.3280549
봉골레밥상,33.9629426,126.2946303
봉끄랑,33.4943693,126.945111
봉끄랑횟집,33.3848006,126.2205933
봉봉커피,33.5237235,126.9548968
봉이네식당,33.9456647,126.3302769
봉자살롱,33.4880374,126.59829
봉자커피 봉개점,33.4880374,126.59829
봉주르마담,33.2527924,126.5033566
봉평메밀가,33.4907624,126.4922497
봉플라봉뱅,33.4880306,126.4979187
뵈뵈,33.539795,126.8314888
뵤뵤,33.3925402,126.2631306
부두식당 (모슬포),33.218926,126.2510054
부르네비어가든,33.5121508,126.4843156
부엌인세화,33.5290971,126.8463777
부원뚝배기,33.4275948,126.2776474
부지깽이,33.4992943,126.5316234
부촌홍어,33.4963582,126.5246806
북촌에가면,33.54803880000001,126.6925813
불만나,33.4862159,126.4168452
붉은제주,33.4620991,126.3122034
뷰스트,33.22778660000001,126.3034978
브릭스 제주,33.5546353,126.7429493
브와두스,33.4788355,126.4903013
블랑로쉐,33.5169474,126.9579979
블랑제리,33.2552548,126.5724309
블랙이쉬레드,33.4160782,126.3985128
블랙포엠,33.543186,126.6638818
블랙피그,33.2564621,126.3292101
블루메베이글,33.4967164,126.5331297
블루밍제이,33.3877041,126.2654139
블루사이공,33.4570669,126.4078876
블루하우스,33.2511852,126.5610871
블리스풀,33.4049743,126.4075198
블리케이크,33.493469,126.5426628
비만고양이,33.4976257,126.5305423
비밀의숲 카페,33.4572421,126.7561096
비바리짬뽕,33.4859224,126.4154993
비브레이브커피로스터스,33.2549355,126.5181763
비양도 올레카페,33.4052773,126.2288955
비양도식당,33.3860853,126.2257027
비어라운드(Be around),33.5117082,126.89066
비올레제주,33.404271,126.2535463
비원,33.4700634,126.486041
비자림국수집,33.4927801,126.8104711
비자블라썸,33.4743111,126.7771579
비테비테,33.2497834,126.5636145
비포크비스트로,33.2451091,126.5648774
빅토리아,33.5093319,126.4741937
빌라드아토,33.244987,126.5645673
빌레왓,33.2524079,126.33507
빠라빠빵,33.5187991,126.4896628
빠빠라기,33.4880046,126.4902995
빨간집,33.4989532,126.5311503
빵귿,33.4871193,126.5351508
빵하우스,33.2528323,126.5691885
뽀요요 카페,33.4942173,126.9466874
뽈살집,33.2506786,126.563158
뿔소라몽땅정식,33.2338444,126.5070546
쁠랑뜨,33.4527721,126.4854305
사계바다,33.2278361,126.3037491
사려니숲길화덕피자,33.4564092,126.6621239
사방팔방,33.4888891,126.429547
사수만수횟집,33.5102381,126.4823516
사우스바운더,33.2565309,126.4026394
사이카레,33.4843337,126.3810971
사해방흑돼지,33.2514515,126.4327501
사형제횟집,33.4224164,126.2663473
산굼부리카페,33.4349973,126.6882639
산내들식당,33.4986566,126.5140163
산도롱맨도롱,33.5290971,126.8463777
산방산에 옛촌,33.2469454,126.3026787
산방산초가집,33.2455401,126.3387106
산방식당(모슬포본점),33.2234599,126.2542981
산지물식당(건입동본점),33.51630129999999,126.5274818
산지해장국,33.5163687,126.5285146
산책하우스,33.4669138,126.3368808
산포식당,33.445123,126.8996991
산호반점,33.5026621,126.9438489
산호사 해녀의집,33.5018936,126.9438049
산호풍경,33.5026621,126.9438489
살랑살랑샤브샤브,33.5170087,126.5024831
살롱드라방 SALON de LAVANT,33.4578188,126.3489316
삼다도횟집,33.5190045,126.4992157
삼다정,33.4848645,126.4885577
삼대국수회관 본점,33.506942,126.5300492
삼대국수회관 신제주점,33.4838681,126.4932274
삼대해녀의집,33.4068012,126.9064193
삼무국수,33.4906074,126.4909963
삼바리회센타,33.4971598,126.5272832
삼보식당,33.2477179,126.5591143
삼성혈해물탕,33.4880115,126.4997147
삼수정,33.4486872,126.9156613
삼원정,33.2593426,126.4138995
삼일식당,33.4086274,126.2635568
삼일해장국,33.4855944,126.4151768
상춘재,33.458755,126.7048104
새물국수,33.2412524,126.3335335
새벽숯불가든,33.4676383,126.906743
새빌,33.3630985,126.3637295
색달식당,33.241306,126.3862528
생돈우리,33.4797258,126.4618665
생원전복,33.2458578,126.3306689
생이소리,33.4668013,126.6114443
샤라의정원,33.4857889,126.6990192
샤오츠,33.4604576,126.9296608
서광리123,33.28590570000001,126.333533
서광보말칼국수,33.28924250000001,126.3220049
서광춘희,33.283424,126.33167
서귀포갈비,33.2523369,126.5679885
서귀포네거리식당,33.2485302,126.5593236
서귀포돈사촌,33.2552542,126.572575
서귀포바당물회,33.2504292,126.5728254
서귀포흑돈,33.2479575,126.5821333
서귀피안베이커리,33.4353401,126.921809
서문뒷고기,33.5108108,126.5203648
서민흑돼지,33.2559252,126.4010159
서바당횟집,33.1172849,126.2660052
서서방 숯불닭갈비,33.4866571,126.4902458
서연의집(영화 건축학개론),33.2694394,126.6556861
서우봉가든,33.537275,126.6583827
서울떡볶이,33.5122947,126.5278355
서울분식,33.5122947,126.5278355
서울앵무새 제주,33.2685348,126.4165519
서유기마라탕,33.3071802,126.3174379
서진향해장국,33.46325520000001,126.5683451
서홍정원,33.252591,126.5544564
석다원,33.5290971,126.8463777
석촌식당,33.517275,126.521324
선미식당,33.4627216,126.9346607
선흘곶,33.5084437,126.7177644
선흘방주할매식당,33.4845573,126.7003064
섬소나이,33.5132549,126.9575025
섬채,33.4959941,126.5101212
섬타르,33.487575,126.4782346
섭지코지 해녀밥상,33.435755,126.9174891
섭지코지로,33.473925,126.9014769
섭지코지화덕피자,33.4364423,126.9205954
섭지해녀의집,33.4325283,126.9272108
섭지향,33.321642,126.8304188
섯동네해녀의집,33.5022931,126.9434273
성광식당,33.2607707,126.6130525
성미가든,33.4376443,126.6769002
성미식당,33.5030958,126.5198099
성산 고등어쌈밥 김치찜,33.4494849,126.9205602
성산 어멍횟집,33.4479058,126.9159375
성산 어멍횟집(중복 콘텐츠로 미공개),33.4479058,126.9159375
성산 호랑호랑,33.449881,126.9214821
성산연화,33.4618787,126.9323796
성산일출봉 해송,33.4616986,126.9341623
성산일출봉 해송갈치전문점,33.4616986,126.9341623
성산진미식당,33.4635317,126.9351415
성산해녀짬뽕,33.4630212,126.9351368
성산해오름식당,33.4610918,126.9335305
성산회관,33.4608887,126.9315142
성산흑돼지두루치기,33.4661517,126.9347499
성신흑돼지,33.3251726,126.8437927
성아시,33.3884353,126.2303815
성읍칠십리식당,33.3892742,126.8011817
성춘(토종순대),33.5112869,126.5304254
성화정,33.3071802,126.3174379
섶섬지기,33.2370715,126.5958318
세가름,33.3494131,126.1849854
세러데이아일랜드,33.532546,126.8439441
세이슌 시청점,33.4977908,126.5294391
세이슌 칠성로점,33.5160184,126.5255133
세자매식당,33.2507295,126.509492
세컨드밀,33.5022171,126.5136288
세평맛집,33.5238093,126.8527189
소곱에,33.5561734,126.7942047
소길역,33.438141,126.3802816
소녀방앗간,33.2474128,126.5587087
소라네집,33.4103446,126.908054
소라횟집,33.5290971,126.8463777
소반,33.2519766,126.5661069
소소당양갱,33.3260901,126.378764
소소희,33.2749761,126.278126
소울키친,33.2543493,126.419463
손맛촌,33.4372651,126.6774482
솔동산고기국수,33.2429797,126.5652584
솔리브레,33.5195249,126.4936492
솔트스톤,33.5004037,126.5425085
솔향,33.456683,126.308976
솜반내풍경,33.2532812,126.5536201
송당나무,33.4769712,126.7890647
송악산 엉클스 화덕 피자,33.208849,126.2883086
쇠소깍모꼬지,33.2624125,126.6206954
쇠소깍오메기식당,33.2601381,126.6076189
쇼디치카페,33.5290971,126.8463777
쇼밥,33.24119750000001,126.5930741
수다뜰,33.4918919,126.8931112
수다브런치카페,33.490737,126.5414878
수리코,33.3417632,126.225474
수망일기,33.3303562,126.712135
수모루국수,33.246723,126.525114
수복강녕,33.4884391,126.4993996
수애기베이커리,33.2222745,126.2442216
수우동,33.396611,126.2424239
수월봉 가마솥순대국,33.3007623,126.1777247
수제홍과일모찌,33.4844599,126.4942731
수카사,33.55408430000001,126.8081637
수타명가,33.4418353,126.2897924
숙성도,33.4850463,126.4850445
숙이네보리빵,33.4644117,126.31979
순덕이네해산물장터,33.4122404,126.8965365
순두부엔짬뽕,33.4894428,126.4347767
순심이네한라봉돼지갈비,33.2460812,126.3312285
순옥이네 명가,33.5055751,126.464991
순옥이네명가 함덕점,33.5406383,126.6739744
순이네해장국,33.4954355,126.5363182
순정문어,33.5185457,126.5000597
순천미향,33.2356808,126.3124251
순풍해장국,33.5214399,126.5830549
순희뽀글이,33.4976936,126.5172538
순희뽀글이정식,33.4976936,126.5172538
술도가제주바당,33.4934462,126.8991145
숨비나리,33.2820728,126.3485453
숨비나리카페,33.2820728,126.3485453
숨어있는집,33.5418001,126.6726989
숲속의작은집,33.449441,126.4799013
쉐프 이야기,33.4840229,126.4877364
쉐프의스시이야기,33.4889772,126.4897074
쉬는팡가든,33.2666985,126.3942204
쉬림프박스,33.5368261,126.8386152
쉬멍가,33.2490241,126.5637785
스마일러 카페,33.469964,126.4158138
스모크하우스인구억,33.2707898,126.2783557
스시도모다찌 제주점,33.4999834,126.5291912
스시도모다찌 칠성점,33.5134862,126.5258167
스시우다,33.5156482,126.506446
스시호시카이,33.487834,126.5175746
스시혼,33.4715385,126.4843793
스카이 온 파이브 다이닝,33.3071802,126.3174379
스콘가게 끌림,33.5244073,126.5827911
스테이위드커피,33.4582363,126.4557217
스테이크 하우스,33.4853796,126.4815295
스팅그레이,33.3039144,126.2474825
스피닝울프,33.4499881,126.9182865
슬로우카페,33.2827515,126.7177256
슬슬슬로우,33.5561212,126.8067803
승범이네집,33.4902664,126.474992
시골길,33.4888634,126.4947318
시나르,33.4839173,126.4776584
시니어손맛 아리랑,33.5006925,126.530766
시스베이글,33.2744653,126.6568589
시스터필드,33.2490866,126.506951
시영통닭,33.5086753,126.5104425
시즌박스,33.27500940000001,126.6639656
시흥해녀의집,33.4779315,126.9083797
식과함께,33.2473741,126.3301663
식전당포,33.4975935,126.5292683
신 해바라기분식,33.5142134,126.5259433
신동성식당,33.2677262,126.5892222
신등대수산회센타,33.9633135,126.2976367
신산리마을카페,33.3766252,126.8768904
신설오름,33.5054457,126.5415639
신성할망식당,33.4919573,126.499169
신스버거,33.3746644,126.2165645
신옛촌,33.2470309,126.3023606
신우성타운,33.2496489,126.41136
신의한모,33.4854767,126.4080059
신촌덕인당,33.53219139999999,126.6186523
신화돌담집,33.3071802,126.3174379
신화테라스,33.3060039,126.3118145
심바카레,33.4482913,126.302271
심봉사눈뜬톳해물짜장짬뽕,33.1196977,126.2671225
싱싱잇,33.3864507,126.2272749
쌍둥이횟집본점,33.2466261,126.5629534
써니하우스 커피&핫도그,33.2364484,126.3126198
썬셋클리프,33.461839,126.3107057
썸의시작,33.4778547,126.3648292
쓰쓰카페,33.3383179,126.183642
씨리얼,33.4143257,126.2674268
아꼬떼카페,33.4572414,126.7108918
아따블르,33.5499745,126.694493
아뜰리에 제주명월,33.2794892,126.3614851
아뜰리에안,33.2315085,126.5060228
아라파파 a la papa,33.4784728,126.4909204
아라파파 북촌점,33.5513175,126.6966135
아랑,33.4874695,126.4999769
아리(あり),33.2614313,126.5553554
아모르키친,33.3238681,126.8315684
아서원,33.2603709,126.6172788
아싸횟집,33.2533879,126.5716876
아웃도어키친,33.2802165,126.5646763
아이갓에브리씽,33.4888978,126.4980899
아이스크림연구소(우도점),33.4936423,126.9596961
아일랜드조르바,33.5355578,126.839082
아일랜드팩토리 풍류,33.5105191,126.5233739
아줄레주,33.3668229,126.8391408
아찌국밥,33.3040661,126.1796621
아톰스낵,33.5212425,126.8600985
아페즈,33.2477763,126.4086974
안거리밖거리,33.2442829,126.5641032
안녕구움,33.3053844,126.1791353
안녕육지사람,33.5152167,126.9572229
안녕협재씨,33.3990309,126.2453572
안다미로,33.4363485,126.6765757
안전식당,33.5144431,126.5391955
안트레,33.460236,126.3112022
알라스카인제주 협재점,33.3952027,126.242562
알마니,33.5242753,126.8618651
앙끄레국수,33.2475769,126.5117958
앙뚜아네트 삼다수마을점,33.4334415,126.6743965
앙뚜아네트 용담점,33.5161387,126.5088803
앙뚜아네트 탑동점,33.5170323,126.5256898
앙카페,33.2202626,126.2514732
앞돈지,33.5160254,126.5274844
앞뱅디식당,33.4853905,126.4999422
애나의숲 브런치카페,33.2499443,126.5666363
애월 고깃간,33.4664929,126.3180061
애월 우니담,33.472597,126.3483797
애월그때그집 본점,33.4663437,126.3242448
애월더선셋,33.4560301,126.308844
애월리안,33.4640752,126.3200069
애월바베,33.483306,126.4861314
애월빵공장앤카페,33.4482659,126.3016534
애월오누이,33.4666514,126.3187907
애월은혜전복,33.4629675,126.3101799
앤트러사이트,33.4077796,126.2583173
야시장맛통령,33.5117591,126.5260603
야야카페,33.5439926,126.6734814
야원,33.4695258,126.665033
야자수 식당,33.3883099,126.2394248
얌얌돈까스,33.5231391,126.8561648
양가형제,33.3073191,126.2539604
양촌리마을,33.4793679,126.481459
어림향,33.4985532,126.5178298
어머니닭집,33.4452792,126.9134015
어머니몸국,33.5373805,126.6384384
어머니빵집,33.4916014,126.4885561
어머니와고등어,33.5061897,126.4732598
어머니의 뜻을 담다 단지,33.4893538,126.4118458
어머니의뜻을담다 단지,33.4893538,126.4118458
어멍,33.541054,126.6719242
어반르토아,33.49109170000001,126.5420175
어부와농부,33.2551927,126.4151387
어부피자,33.443438,126.8926365
어사촌도야지,33.4198543,126.3388033
어애랑,33.3989684,126.2468784
어우늘,33.4811504,126.5050546
어전횟집,33.2176443,126.2525071
어제보다오늘,33.5028606,126.456984
어진이네 횟집,33.2409712,126.6108298
어진이네 횟집(중복 콘텐츠로 미공개 처리),33.2409712,126.6108298
어피니티,33.506692,126.5150029
엉덩물,33.4909744,126.4949194
엉또산장,33.2691194,126.4982256
엉클망고,33.5088083,126.9438502
엉클통김밥(본점),33.4793988,126.4817937
에릭스에스프레소 카페,33.5214315,126.8588927
에스프레소 라운지,33.4806338,126.4727714
에오마르,33.5256798,126.586479
에이스쌀국수,33.4902151,126.4312279
에이팩토리 커피앤북스,33.5169512,126.5233946
에프터글로우,33.4886433,126.5493486
에피소드,33.3059087,126.1881277
엘리펀시아,33.4653278,126.4852283
엘파소,33.2453625,126.3258776
엠 라운지 M Lounge,33.3071802,126.3174379
엠츄로,33.4865745,126.4908379
여행가게,33.2861939,126.7445146
연동길,33.4881396,126.4934019
연동둘둘김밥,33.4797899,126.4900158
연동마라도횟집,33.486806,126.4894987
연미정,33.5246567,126.853821
연우네,33.4666996,126.4873986
연이네,33.5220127,126.9570118
연정식당,33.4837868,126.4867686
연화키친,33.4489093,126.3439909
열공부엌,33.483274,126.5007402
영림흑돼지가든,33.417805,126.2660707
영주말가든,33.4812401,126.5019857
영춘식당,33.4969106,126.5273171
영해식당 (제주점),33.4967119,126.5393187
예산가마솥장수촌설렁탕,33.4853651,126.5357113
예소담,33.5024232,126.5378516
예지원,33.2540908,126.419303
옐로우카페 (yellow cafe),33.2505083,126.4140826
옛고을갈비,33.4114959,126.2668267
옛날동문시장칼국수,33.5122122,126.5282021
옛날옛적,33.4143446,126.9000967
옛정의골 식당,33.3890723,126.8046412
오가네전복설렁탕,33.268282,126.5895912
오끼416갤러리,33.3113403,126.7225607
오누이밥상,33.9612195,126.2945704
오는정김밥,33.2496387,126.5676162
오늘은 녹차한잔&쇼핑,33.3817211,126.7912667
오데뜨,33.4109068,126.2956076
오동여식당,33.9637738,126.2969229
오드랑베이커리,33.5421498,126.6716084
오또도넛,33.2559233,126.4273587
오라디오라,33.2351092,126.3081703
오라숲소리,33.4955216,126.5117879
오라오거리정식,33.5004726,126.5074666
오로라식당,33.5079558,126.954314
오르다키친,33.4810788,126.3741679
오르막가든,33.2502339,126.4332008
오르미,33.4981397,126.60726
오마이양대창 제주외도점,33.4911014,126.430679
오백장군과 까마귀,33.3331525,126.4761717
오복떡집,33.5123226,126.5266546
오솔길,33.5173933,126.5381715
오일등식당,33.5043172,126.4653368
